CDU/CSU,SPD,AfD,B90,FDP,LINKE,Sonstige,BSW
334,181,181,144,31,27,55,47
347,157,194,145,34,38,53,32
322,187,166,140,39,50,62,34
338,190,184,127,33,36,65,27
314,184,157,146,42,43,64,50
322,173,182,134,50,37,60,42
328,180,170,137,50,32,69,34
338,184,163,135,35,34,67,44
324,179,183,142,29,40,61,42
324,170,192,135,48,38,54,39
352,169,167,147,40,38,51,36
323,181,174,136,41,34,71,40
313,195,160,127,52,44,69,40
361,173,167,140,42,31,46,40
317,185,183,144,37,44,49,41
315,184,187,143,32,39,63,37
341,173,159,136,45,44,68,34
328,172,182,135,50,37,56,40
317,173,181,128,64,32,66,39
340,163,195,146,35,32,60,29
355,198,149,143,37,33,52,33
346,174,161,134,42,48,64,31
302,187,192,139,48,39,56,37
313,192,181,145,45,44,49,31
350,176,168,141,49,41,46,29
332,188,174,144,43,33,60,26
338,173,163,144,33,44,72,33
303,186,187,143,41,46,58,36
330,168,161,155,48,40,66,32
315,191,169,149,50,32,59,35
345,176,162,128,54,44,55,36
323,188,184,133,47,41,54,30
340,193,162,144,50,30,50,31
336,211,158,136,49,28,43,39
345,169,163,147,46,36,51,43
316,200,167,152,24,45,65,31
322,186,193,130,30,30,68,41
340,178,179,126,41,34,58,44
335,188,150,158,43,34,57,35
351,171,180,133,37,35,63,30
345,173,183,129,36,37,52,45
328,192,169,145,41,35,46,44
308,201,182,138,48,31,52,40
361,166,164,137,50,31,57,34
335,167,167,158,48,39,50,36
323,185,166,158,39,38,47,44
343,185,179,120,35,50,53,35
337,176,173,136,42,36,57,43
329,177,161,147,49,39,55,43
334,179,192,135,35,32,47,46
335,170,180,142,42,34,59,38
328,190,155,149,44,41,58,35
347,175,177,141,44,24,51,41
326,171,184,144,41,41,54,39
328,176,196,134,46,36,51,33
334,196,147,157,38,30,55,43
362,164,175,133,51,30,57,28
314,174,179,151,44,35,58,45
342,171,165,137,48,32,57,48
370,171,158,149,37,32,46,37
349,157,171,140,36,44,68,35
345,174,173,130,41,38,58,41
347,167,156,154,48,39,51,38
353,170,180,152,36,30,44,35
301,183,183,151,37,45,55,45
329,165,195,150,48,32,53,28
328,181,200,134,25,30,64,38
347,206,153,143,37,39,47,28
324,188,197,128,36,36,67,24
335,191,160,145,36,40,57,36
322,174,189,150,42,42,42,39
328,171,181,123,50,49,54,44
369,166,159,144,38,41,45,38
348,163,170,128,38,46,63,44
341,194,164,145,37,30,47,42
329,185,161,144,44,45,47,45
355,177,191,124,38,37,43,35
324,183,203,110,38,34,71,37
356,163,194,123,42,37,46,39
356,165,168,126,52,34,59,40
316,168,185,143,46,41,60,41
321,186,168,146,52,32,55,40
327,175,180,161,34,28,47,48
303,179,177,167,43,42,59,30
333,195,166,135,45,38,50,38
336,176,172,145,35,38,58,40
289,214,188,155,29,32,55,38
340,181,190,115,46,45,50,33
289,179,195,156,51,36,50,44
335,165,189,145,40,33,58,35
311,186,173,153,35,50,54,38
305,185,189,137,41,36,73,34
321,184,173,139,42,45,48,48
332,176,178,145,38,36,57,38
328,194,184,145,37,31,49,32
323,153,186,156,49,32,61,40
329,179,167,145,39,43,63,35
339,192,162,122,45,44,53,43
337,187,153,135,43,44,63,38
315,212,178,137,38,36,49,35
313,187,171,141,35,46,66,41
329,183,173,157,43,35,52,28
308,177,178,152,63,33,55,34
336,177,175,130,47,36,59,40
306,196,187,133,43,35,57,43
365,179,162,121,56,39,43,35
315,196,179,126,50,33,64,37
349,168,178,137,38,38,59,33
384,175,159,142,31,26,53,30
342,173,189,127,34,38,52,45
330,179,177,141,37,34,61,41
326,181,180,137,49,39,55,33
333,194,157,136,50,43,57,30
332,162,172,152,42,33,56,51
332,165,177,123,43,55,69,36
329,178,176,139,32,43,69,34
344,194,165,137,42,38,50,30
325,179,176,153,34,40,57,36
299,181,185,144,61,40,54,36
327,177,189,128,52,36,48,43
324,173,178,133,42,40,66,44
342,180,167,153,41,28,51,38
335,180,177,131,44,41,54,38
303,198,173,142,41,38,58,47
323,170,185,156,33,31,63,39
337,171,197,129,36,27,71,32
312,170,175,149,35,42,72,45
336,171,191,124,41,38,59,40
339,178,182,137,41,36,49,38
336,166,157,167,46,31,57,40
335,187,179,125,44,34,59,37
332,154,190,146,45,34,62,37
328,192,172,154,33,34,56,31
326,194,177,125,40,41,58,39
324,190,179,140,41,35,52,39
322,187,164,163,31,41,63,29
303,178,197,152,28,48,52,42
320,181,172,165,30,40,55,37
311,186,152,156,43,37,69,46
333,160,180,149,45,35,62,36
355,184,156,126,49,37,62,31
324,194,189,136,45,38,45,29
356,166,177,146,33,37,51,34
343,163,182,139,48,42,50,33
344,151,176,132,57,40,56,44
309,189,169,151,52,48,52,30
319,167,190,165,40,32,53,34
361,162,173,135,45,30,64,30
328,174,184,138,46,44,50,36
325,197,155,142,47,37,68,29
321,170,176,147,41,48,48,49
325,180,174,146,45,43,43,44
362,155,179,130,48,39,47,40
321,191,191,138,34,35,51,39
312,187,195,131,40,43,54,38
336,174,165,141,42,44,59,39
317,179,164,153,46,32,63,46
335,174,170,162,35,39,50,35
307,184,172,162,56,28,53,38
360,165,168,141,36,35,54,41
298,179,200,145,42,45,54,37
338,163,177,148,37,38,62,37
349,187,162,139,33,41,57,32
312,189,184,136,38,35,65,41
320,169,171,159,33,46,71,31
317,181,185,129,45,31,69,43
357,179,177,115,40,39,54,39
314,175,196,131,36,53,56,39
347,167,173,135,42,41,62,33
332,169,182,150,30,48,53,36
324,196,175,143,35,44,52,31
338,172,186,152,43,33,45,31
300,183,182,161,51,36,55,32
342,168,167,141,40,37,60,45
339,170,191,131,39,29,59,42
355,155,187,137,38,42,51,35
328,199,164,140,45,36,46,42
340,169,195,134,33,45,61,23
336,180,176,139,35,34,68,32
338,174,177,137,44,32,59,39
326,200,166,150,43,31,47,37
358,157,162,148,33,42,54,46
324,174,178,156,46,39,45,38
355,167,181,138,36,27,57,39
340,173,175,137,31,40,61,43
323,182,176,132,51,43,53,40
332,159,188,136,43,44,62,36
314,203,163,150,50,43,45,32
330,204,174,123,44,41,48,36
309,189,189,140,41,38,52,42
324,180,162,148,50,42,61,33
328,183,191,125,45,30,57,41
334,187,177,118,49,42,51,42
354,165,171,140,40,40,42,48
330,207,152,134,53,28,58,38
337,175,179,138,49,33,53,36
328,169,183,152,20,33,71,44
330,160,197,129,47,44,58,35
344,163,181,142,42,37,53,38
338,169,189,142,34,38,61,29
329,208,170,136,30,37,58,32
331,163,190,147,41,30,60,38
312,205,178,143,42,38,45,37
315,192,172,162,37,27,49,46
331,190,150,156,35,38,54,46
322,172,188,146,56,38,43,35
320,187,163,139,42,36,67,46
340,168,156,148,50,32,64,42
348,161,165,151,45,38,55,37
341,176,194,137,38,28,55,31
370,162,167,110,44,42,65,40
344,173,160,146,51,36,52,38
339,184,173,123,44,46,57,34
303,190,174,147,42,36,64,44
337,204,172,108,37,41,67,34
332,177,161,132,43,47,62,46
324,181,175,138,32,39,64,47
291,184,195,139,52,43,62,34
332,181,191,127,31,48,61,29
314,165,185,143,45,46,64,38
333,185,177,138,32,51,46,38
334,176,162,160,41,49,45,33
333,175,167,145,35,42,59,44
310,192,191,137,44,31,56,39
339,182,171,143,40,40,59,26
348,188,168,132,35,38,65,26
325,195,159,150,44,31,55,41
338,183,190,124,49,29,45,42
325,191,189,133,36,37,54,35
323,185,187,151,34,31,50,39
321,192,175,140,44,35,58,35
371,167,162,132,39,37,49,43
313,181,189,142,40,49,52,34
338,174,186,133,40,36,50,43
338,174,165,142,42,43,55,41
351,154,177,150,42,40,50,36
319,166,198,137,46,34,59,41
321,188,189,141,41,34,48,38
325,177,178,144,41,34,51,50
348,176,156,145,47,35,58,35
345,154,183,128,45,47,66,32
319,178,171,135,47,43,65,42
326,187,166,144,36,40,65,36
335,177,194,132,37,42,52,31
314,186,182,147,39,42,53,37
315,186,183,123,45,31,66,51
314,178,182,151,41,39,55,40
312,175,179,151,34,47,59,43
322,189,165,145,37,39,68,35
324,161,188,136,45,53,51,42
353,170,146,154,49,41,49,38
328,203,158,130,46,35,58,42
328,171,188,143,33,47,57,33
327,175,175,137,44,43,60,39
339,165,174,141,33,41,60,47
339,165,186,148,43,32,49,38
324,183,176,144,37,29,68,39
366,155,165,139,42,32,60,41
339,183,179,142,33,36,62,26
364,160,164,146,53,32,47,34
350,159,174,137,33,44,64,39
338,184,164,144,31,47,61,31
312,183,161,153,53,44,64,30
322,164,178,150,48,35,63,40
343,180,176,136,33,35,61,36
351,188,167,127,34,32,67,34
328,166,191,158,37,31,59,30
327,179,162,155,43,30,61,43
321,195,184,134,39,30,55,42
320,169,173,135,50,43,67,43
307,196,193,144,31,35,61,33
344,191,168,132,39,36,54,36
308,181,180,143,50,46,49,43
283,206,175,148,40,38,67,43
342,167,168,149,43,44,51,36
319,191,191,136,42,43,43,35
316,176,180,129,40,40,71,48
319,167,166,154,46,31,64,53
339,178,159,130,38,42,73,41
332,184,161,154,37,40,51,41
335,177,200,140,42,33,45,28
338,172,177,151,48,34,49,31
350,191,170,127,30,36,55,41
318,185,174,141,43,39,60,40
328,181,156,141,46,36,69,43
333,183,172,131,49,39,65,28
351,164,160,146,55,35,52,37
340,160,179,135,47,42,60,37
311,186,190,142,55,32,51,33
321,148,187,140,45,43,67,49
330,152,192,140,43,40,59,44
347,167,187,126,39,44,57,33
343,165,167,141,42,39,64,39
312,174,188,157,43,33,53,40
342,164,173,144,36,44,68,29
353,159,194,125,32,42,56,39
316,171,193,149,37,37,54,43
338,179,174,121,42,39,67,40
346,189,165,134,42,27,57,40
359,171,167,138,45,40,46,34
330,168,175,142,40,36,60,49
351,166,150,156,42,35,61,39
367,167,161,142,35,38,55,35
333,168,192,143,44,29,48,43
324,192,168,154,34,42,52,34
311,183,185,143,34,47,66,31
319,184,186,136,32,34,60,49
338,175,170,149,33,33,60,42
342,184,176,122,46,41,50,39
358,171,158,134,38,31,61,49
312,178,184,135,45,43,61,42
337,172,188,144,40,38,46,35
310,176,190,148,33,49,44,50
331,172,176,163,37,38,48,35
326,172,159,155,43,37,70,38
312,179,170,170,46,30,55,38
311,175,193,151,32,39,63,36
314,199,174,144,48,36,53,32
318,180,192,145,39,33,60,33
343,177,169,135,36,39,57,44
334,169,163,133,41,38,70,52
326,188,152,149,38,47,61,39
328,180,176,157,37,35,44,43
317,172,173,154,52,38,61,33
328,178,194,157,30,30,53,30
340,193,163,134,40,32,55,43
336,169,183,135,43,35,55,44
321,179,165,163,42,33,60,37
310,203,183,137,47,39,54,27
316,185,173,144,53,31,59,39
337,173,179,147,41,42,44,37
328,188,167,145,44,34,60,34
333,165,163,141,42,51,65,40
330,196,174,132,43,29,50,46
310,182,193,140,42,39,58,36
309,165,189,150,46,29,56,56
310,191,177,147,33,41,58,43
348,176,168,144,35,36,62,31
346,173,189,132,28,42,54,36
320,178,169,141,43,40,64,45
345,162,184,136,41,33,60,39
350,175,174,131,38,38,58,36
306,181,177,152,37,44,59,44
331,166,190,124,58,39,56,36
324,187,169,148,30,33,66,43
338,172,149,144,63,36,54,44
343,167,195,150,29,32,50,34
320,190,183,137,47,38,50,35
324,176,178,120,56,49,50,47
316,184,183,147,41,41,58,30
306,193,190,126,40,45,66,34
315,170,177,161,39,39,64,35
329,175,177,134,34,43,61,47
347,185,166,125,47,34,67,29
332,182,177,127,38,35,65,44
322,174,181,141,48,39,61,34
322,199,165,143,28,42,63,38
336,174,179,138,42,35,64,32
335,185,193,147,36,19,48,37
329,174,202,126,49,34,53,33
328,185,156,143,42,41,55,50
365,170,169,139,42,32,45,38
338,176,180,128,47,36,56,39
361,177,181,131,34,28,53,35
316,178,180,147,37,39,66,37
332,178,174,135,50,34,66,31
360,179,177,130,31,44,44,35
328,183,169,127,47,51,66,29
335,181,164,147,36,46,61,30
333,194,158,149,40,39,47,40
333,178,178,143,38,37,61,32
350,190,166,117,39,44,66,28
357,160,179,120,44,37,58,45
320,182,168,150,42,39,56,43
356,164,166,140,38,33,62,41
316,177,170,156,41,29,68,43
315,193,169,144,41,42,66,30
320,199,189,143,32,42,46,29
334,172,180,138,39,46,59,32
320,160,197,148,45,40,54,36
325,199,158,152,33,38,59,36
334,169,176,151,39,31,68,32
351,180,152,144,36,46,53,38
338,186,151,152,38,37,57,41
321,185,175,157,31,43,54,34
341,168,194,137,39,36,48,37
360,166,188,126,32,38,47,43
354,178,154,134,47,40,60,33
309,182,173,140,48,34,62,52
319,179,164,165,48,33,55,37
319,200,183,121,38,35,66,38
305,188,177,153,47,38,50,42
346,162,160,148,49,41,54,40
336,189,160,148,34,30,67,36
319,162,190,140,52,38,57,42
347,167,144,151,51,41,66,33
318,164,186,156,41,34,55,46
327,201,162,140,34,35,64,37
354,190,157,144,47,31,47,30
326,177,176,145,36,40,57,43
338,175,163,151,46,31,51,45
308,168,192,160,32,44,64,32
344,180,177,148,35,34,45,37
320,188,182,147,39,33,48,43
336,161,173,147,41,37,60,45
319,161,187,149,51,37,60,36
340,176,181,142,40,38,58,25
317,166,191,147,39,41,57,42
305,158,193,144,42,36,70,52
350,167,167,148,43,30,55,40
337,168,173,138,44,45,64,31
335,164,163,145,59,39,66,29
327,203,172,151,22,43,51,31
370,162,168,131,43,36,57,33
302,166,192,161,38,38,66,37
303,204,176,146,38,38,45,50
303,175,203,147,35,32,71,34
336,172,158,144,51,34,66,39
330,180,171,168,40,32,48,31
325,164,183,164,39,41,53,31
333,172,182,146,38,40,46,43
338,169,191,118,45,31,64,44
354,184,147,127,47,29,64,48
343,190,162,145,36,34,59,31
309,196,176,142,37,44,59,37
332,171,166,138,50,44,64,35
329,179,174,130,56,48,50,34
330,166,175,165,48,31,52,33
330,178,182,126,44,33,61,46
297,163,185,154,50,44,62,45
346,173,181,125,46,39,63,27
334,191,174,132,50,39,45,35
344,169,178,140,38,39,60,32
298,193,201,135,51,43,47,32
332,177,176,137,42,38,54,44
345,179,173,141,33,42,51,36
324,165,181,139,47,36,55,53
310,168,186,140,45,41,63,47
357,167,187,124,38,31,51,45
315,172,192,142,41,36,60,42
327,185,178,139,53,33,48,37
335,182,167,130,38,46,65,37
325,157,189,154,52,40,58,25
313,162,188,146,46,42,62,41
323,191,171,125,40,36,68,46
335,186,170,136,46,44,47,36
328,169,162,142,48,42,63,46
337,172,171,145,37,49,61,28
358,158,191,142,41,37,36,37
326,166,139,182,38,36,66,47
338,177,173,149,37,38,56,32
338,190,185,126,37,31,55,38
362,182,155,152,23,35,49,42
344,175,173,133,44,42,63,26
329,173,179,133,52,39,53,42
348,179,158,148,51,35,51,30
306,163,193,143,46,54,56,39
331,185,180,114,39,49,54,48
326,188,192,140,35,33,54,32
306,183,185,153,43,32,60,38
336,164,170,161,38,42,55,34
320,196,172,137,40,40,58,37
330,178,171,147,48,43,50,33
321,189,165,151,44,45,54,31
329,167,175,145,34,31,70,49
330,176,178,133,51,35,53,44
336,186,167,135,38,45,53,40
334,182,190,138,38,30,51,37
330,160,187,140,43,39,61,40
316,177,182,144,46,38,60,37
326,170,175,137,50,30,75,37
342,164,204,129,45,30,52,34
344,175,184,141,35,40,40,41
322,166,185,145,43,37,61,41
342,178,167,132,40,40,58,43
363,161,160,123,37,50,71,35
325,188,167,131,39,40,58,52
341,195,173,131,36,36,54,34
346,188,189,129,36,30,51,31
321,179,186,158,34,36,48,38
332,188,173,147,47,37,41,35
338,171,190,133,37,40,51,40
336,190,171,137,36,41,47,42
343,175,167,137,47,42,57,32
311,188,180,149,48,30,53,41
325,173,157,147,47,45,57,49
348,186,193,126,34,30,46,37
350,167,188,125,45,36,50,39
319,187,168,153,42,41,48,42
326,191,170,163,37,29,51,33
346,179,176,126,37,33,62,41
345,191,164,134,38,41,48,39
314,184,185,141,45,44,49,38
329,194,171,138,40,39,54,35
359,139,190,154,39,33,55,31
350,197,169,120,31,35,55,43
328,183,171,141,44,38,59,36
317,169,163,153,38,49,71,40
327,193,163,152,36,37,52,40
340,193,187,124,33,33,48,42
347,174,178,127,34,32,59,49
358,172,163,131,42,34,53,47
327,177,172,159,31,35,56,43
306,178,194,150,41,35,61,35
356,157,185,146,34,31,42,49
365,159,161,147,48,35,47,38
318,183,171,139,38,36,66,49
302,179,207,143,48,37,57,27
329,189,160,149,39,40,62,32
291,175,182,151,47,52,63,39
313,181,173,154,30,49,68,32
345,189,170,139,38,39,52,28
320,190,173,143,44,40,62,28
332,168,176,157,43,36,44,44
310,196,174,135,46,38,60,41
321,182,177,135,41,41,59,44
331,179,184,148,28,43,61,26
343,180,174,139,41,26,62,35
336,191,164,145,39,36,55,34
320,184,175,167,33,32,58,31
318,175,175,142,40,29,74,47
356,159,179,141,37,37,56,35
337,162,192,136,35,49,58,31
328,192,175,155,44,30,45,31
354,170,169,140,36,42,61,28
309,175,195,137,49,43,54,38
317,163,192,135,50,33,62,48
330,162,179,157,40,26,59,47
344,187,169,115,45,41,57,42
333,162,182,135,47,35,66,40
331,177,179,152,37,38,55,31
345,195,155,142,36,30,60,37
310,192,185,148,43,45,43,34
335,195,159,134,44,33,65,35
331,184,169,141,37,36,67,35
336,162,198,128,42,32,65,37
338,176,168,153,36,36,53,40
326,191,163,156,41,39,46,38
313,165,199,144,31,34,59,55
329,178,181,143,42,43,56,28
334,180,190,117,49,47,47,36
314,180,194,154,32,33,64,29
361,159,174,146,34,37,44,45
319,166,176,163,47,38,48,43
334,187,183,130,33,41,56,36
298,181,199,146,37,39,60,40
314,193,168,144,35,36,64,46
356,177,145,156,45,42,44,35
337,187,172,138,40,40,52,34
326,179,177,139,38,35,60,46
295,199,198,139,47,35,57,30
326,175,168,145,41,47,56,42
324,181,160,150,46,36,65,38
365,183,162,142,36,37,42,33
350,162,174,166,38,35,44,31
340,167,159,150,44,43,52,45
331,169,179,142,45,38,58,38
340,179,169,136,43,45,57,31
325,174,187,153,52,34,53,22
329,183,179,133,47,38,58,33
317,157,209,158,35,46,43,35
342,178,159,151,50,28,56,36
346,171,165,143,47,30,63,35
290,182,189,157,42,40,67,33
343,174,158,135,51,33,69,37
313,190,176,155,37,46,58,25
362,161,180,140,28,41,54,34
312,198,180,140,48,38,48,36
321,189,167,138,34,49,56,46
341,170,176,141,35,40,62,35
316,170,176,150,41,40,60,47
308,183,198,148,39,38,45,41
336,158,173,150,41,42,59,41
320,165,176,151,45,33,74,36
336,164,184,136,39,33,63,45
342,185,166,121,39,44,53,50
320,182,184,137,40,49,54,34
324,173,166,163,44,33,51,46
335,192,195,119,45,32,50,32
326,176,184,142,38,37,60,37
338,175,163,132,43,44,69,36
352,169,178,141,37,30,66,27
306,182,187,158,44,43,40,40
327,192,180,128,46,39,55,33
319,175,187,147,39,46,61,26
308,198,164,160,39,39,47,45
349,170,178,138,54,36,45,30
330,166,186,144,32,42,59,41
307,181,184,153,47,35,52,41
343,182,162,152,41,27,50,43
331,181,194,131,39,33,55,36
316,162,178,152,50,38,64,40
346,164,185,128,36,46,54,41
326,163,179,148,46,34,64,40
346,172,172,134,40,41,64,31
336,176,173,141,38,38,65,33
358,177,167,148,36,37,44,33
335,170,154,160,38,38,57,48
328,187,168,134,43,51,59,30
326,163,181,152,52,31,59,36
334,185,172,137,28,39,66,39
333,194,158,134,40,37,62,42
322,187,179,154,31,34,57,36
334,170,174,144,41,44,55,38
331,185,190,141,38,35,47,33
317,180,180,126,40,50,66,41
313,149,192,155,43,39,68,41
349,176,166,137,42,33,51,46
302,190,192,131,39,29,65,52
322,186,172,147,47,37,52,37
344,165,189,131,32,42,60,37
329,178,180,145,37,35,57,39
329,185,178,153,37,29,56,33
328,175,185,147,31,35,55,44
310,212,159,148,41,41,56,33
326,189,166,138,35,32,61,53
337,187,179,111,38,42,59,47
345,191,186,129,34,23,49,43
322,167,184,161,32,40,54,40
334,176,167,144,41,36,71,31
321,176,209,114,53,43,56,28
349,175,174,138,29,37,60,38
330,175,167,143,50,39,65,31
336,192,182,140,28,31,54,37
319,173,168,150,33,46,64,47
344,181,174,139,45,36,42,39
312,182,185,144,46,44,56,31
322,182,189,134,33,46,53,41
336,177,169,134,45,39,57,43
357,166,173,141,36,36,51,40
350,164,150,155,43,46,60,32
331,180,178,130,39,35,68,39
323,186,193,150,45,33,45,25
340,190,165,149,39,31,50,36
312,186,186,145,39,39,48,45
332,190,177,136,36,45,45,39
331,180,182,131,56,37,56,27
318,190,201,123,33,39,55,41
334,193,201,117,31,33,53,38
349,165,183,128,48,32,56,39
328,159,177,150,44,36,68,38
341,174,172,135,43,35,64,36
332,175,184,142,36,35,58,38
344,163,183,157,42,31,47,33
337,189,154,133,45,36,66,40
308,190,168,164,45,36,54,35
339,172,169,137,47,38,54,44
317,155,200,139,50,32,63,44
311,190,189,148,37,47,46,32
321,174,184,137,42,37,62,43
329,160,182,140,47,42,54,46
327,187,163,154,41,42,45,41
290,187,175,152,49,42,63,42
338,174,175,141,39,43,56,34
330,171,175,143,52,40,51,38
318,175,166,151,44,49,57,40
344,159,171,147,35,40,64,40
330,156,184,139,31,42,76,42
336,183,181,142,43,26,55,34
332,164,196,129,38,39,59,43
294,180,197,140,44,32,74,39
321,187,190,149,31,31,59,32
327,208,174,125,39,39,44,44
320,178,162,150,41,32,67,50
329,175,184,145,45,38,41,43
328,189,183,143,39,36,46,36
348,174,169,142,43,41,54,29
333,168,179,138,42,44,48,48
332,185,176,138,36,35,54,44
327,195,189,126,29,43,51,40
315,188,176,141,31,39,60,50
341,167,166,146,43,38,53,46
326,180,185,137,41,36,51,44
309,179,177,145,41,48,65,36
327,176,178,151,45,34,53,36
317,193,187,128,42,45,60,28
326,170,182,151,40,34,57,40
336,193,169,140,42,37,53,30
354,169,175,131,33,43,54,41
315,183,162,152,49,43,64,32
324,174,183,139,50,42,52,36
318,173,183,139,43,41,58,45
336,171,170,140,40,36,67,40
330,184,168,126,57,44,52,39
318,180,184,147,36,34,63,38
324,174,188,148,50,37,42,37
345,187,179,122,42,29,62,34
324,183,185,147,44,35,52,30
320,162,190,142,31,39,72,44
339,169,170,146,40,44,58,34
329,184,175,145,44,41,48,34
327,177,173,149,51,37,49,37
329,185,160,146,42,44,49,45
374,150,160,159,24,37,51,45
362,174,169,137,29,34,52,43
326,186,167,142,48,37,63,31
320,197,191,130,46,40,47,29
347,191,182,111,37,34,66,32
314,193,170,132,41,41,55,54
336,169,175,149,47,31,57,36
331,183,200,125,44,25,58,34
358,153,190,125,43,44,53,34
325,189,175,142,37,33,54,45
324,196,165,141,35,42,60,37
353,161,176,118,43,41,61,47
334,181,172,123,41,45,58,46
335,178,169,148,39,33,64,34
319,171,192,134,39,43,50,52
332,173,158,139,41,46,66,45
334,170,189,120,33,50,59,45
322,167,183,157,46,30,54,41
331,190,171,133,50,39,43,43
314,183,184,148,41,44,46,40
330,165,180,133,47,51,51,43
336,184,171,121,38,46,68,36
324,179,176,143,40,40,52,46
311,180,189,143,39,39,59,40
344,189,183,123,48,41,44,28
351,185,178,135,32,39,44,36
336,175,180,136,43,46,52,32
337,176,161,161,41,35,54,35
331,173,166,145,40,43,57,45
317,168,183,154,50,35,63,30
346,157,194,133,47,39,64,20
339,173,171,141,43,29,64,40
321,194,176,149,40,48,43,29
334,169,188,150,33,36,60,30
316,178,173,176,38,41,49,29
337,167,171,147,44,32,66,36
347,164,178,145,39,41,56,30
344,169,163,160,35,35,49,45
323,171,175,139,40,38,66,48
328,171,185,139,46,42,52,37
327,175,185,148,48,28,52,37
294,207,187,148,37,34,48,45
332,175,164,153,34,38,74,30
337,150,195,144,45,29,53,47
314,200,170,150,40,35,56,35
335,189,163,142,45,35,57,34
326,167,191,135,42,37,59,43
326,146,181,156,54,35,57,45
339,183,177,125,42,37,60,37
333,147,191,144,40,47,66,32
329,185,155,151,35,38,67,40
333,172,184,151,40,37,55,28
339,196,158,142,38,43,60,24
342,198,166,130,34,40,55,35
335,164,193,149,47,32,49,31
326,175,196,138,44,29,58,34
319,203,180,126,38,33,60,41
340,183,167,144,39,37,49,41
325,177,187,133,37,38,54,49
320,192,167,146,40,37,61,37
360,175,152,135,49,37,56,36
354,171,169,144,45,38,48,31
326,157,172,158,51,28,63,45
329,156,180,151,54,32,47,51
342,173,176,120,42,41,64,42
333,189,170,124,49,38,57,40
319,192,196,138,34,37,54,30
341,184,164,142,45,30,55,39
334,163,191,129,38,41,68,36
344,190,169,141,31,33,50,42
378,150,171,136,33,40,41,51
321,190,154,161,39,49,51,35
329,178,178,137,38,42,61,37
337,158,189,145,43,36,57,35
320,172,193,152,44,35,48,36
350,160,176,144,40,38,50,42
319,166,178,157,43,44,52,41
336,168,173,141,48,33,61,40
322,169,202,132,37,32,62,44
345,180,168,136,43,28,59,41
339,156,162,150,40,47,62,44
336,185,183,131,42,39,57,27
333,171,169,144,45,37,59,42
307,190,189,131,38,41,64,40
359,173,163,139,45,32,55,34
315,199,179,132,50,38,54,33
327,189,174,136,46,33,55,40
310,183,185,148,37,32,64,41
353,170,167,140,30,38,65,37
345,164,175,144,38,38,53,43
329,193,185,146,36,31,44,36
342,168,155,140,36,48,74,37
345,170,162,161,38,47,46,31
334,177,181,142,43,35,51,37
343,183,140,159,42,36,61,36
337,169,170,148,40,37,58,41
313,195,177,140,40,33,68,34
305,192,196,136,47,29,58,37
361,170,153,144,45,42,51,34
331,179,171,149,40,34,55,41
325,149,175,155,50,46,60,40
301,190,185,141,39,39,66,39
348,164,184,151,38,22,59,34
345,183,185,122,37,46,54,28
330,161,166,162,41,31,61,48
311,185,185,142,42,34,67,34
311,183,191,139,37,38,53,48
337,158,188,139,44,34,51,49
323,188,215,106,44,40,52,32
314,178,165,147,41,39,71,45
352,166,179,137,31,44,57,34
361,176,175,118,45,29,49,47
322,183,187,157,32,25,54,40
327,163,189,139,40,38,68,36
326,192,159,143,41,38,60,41
320,198,192,133,40,38,52,27
335,186,156,143,40,43,56,41
336,185,172,135,47,31,50,44
316,197,191,114,59,37,57,29
330,161,194,138,48,52,47,30
318,182,172,143,50,44,61,30
332,191,170,151,34,34,54,34
323,181,184,137,50,35,55,35
347,167,181,146,39,32,57,31
314,186,168,140,45,44,60,43
325,175,177,159,45,33,48,38
350,206,171,122,35,39,42,35
332,166,170,151,47,41,53,40
349,187,154,144,38,44,47,37
307,183,195,145,49,32,46,43
321,177,171,144,46,41,65,35
325,206,196,131,38,24,52,28
341,184,157,145,47,33,63,30
327,189,179,138,34,35,60,38
333,175,167,150,38,46,57,34
317,175,165,154,47,37,70,35
338,182,168,130,37,36,67,42
310,178,186,136,40,43,65,42
307,191,197,120,44,41,59,41
341,162,176,138,48,32,65,38
333,161,204,123,48,38,56,37
323,180,176,140,35,45,69,32
341,170,174,148,32,40,64,31
340,174,215,113,33,44,46,35
345,167,192,139,33,24,51,49
355,165,173,128,42,38,62,37
331,181,164,143,33,52,56,40
340,173,172,131,42,46,54,42
328,180,194,122,45,37,62,32
357,175,177,139,24,40,53,35
298,191,158,164,43,37,59,50
335,166,178,148,32,35,60,46
344,167,193,138,41,38,41,38
315,195,184,149,42,31,50,34
325,203,162,129,41,41,69,30
339,179,171,135,47,37,52,40
343,173,146,150,40,42,73,33
321,153,177,164,43,44,59,39
311,177,199,148,41,36,52,36
341,173,166,140,54,32,60,34
306,166,194,159,51,40,47,37
300,187,177,130,44,38,71,53
337,178,173,156,38,36,53,29
354,183,175,125,36,45,48,34
330,190,178,124,38,46,58,36
353,170,161,140,28,47,62,39
331,170,177,138,39,39,58,48
328,160,177,141,39,42,77,36
350,200,164,127,43,38,46,32
342,149,163,139,49,44,64,50
307,178,191,145,43,45,59,32
321,189,156,136,44,46,65,43
334,163,190,134,45,47,48,39
337,172,182,147,41,40,52,29
349,166,183,138,38,35,44,47
328,175,189,138,42,42,52,34
347,187,156,139,38,27,69,37
332,152,187,153,44,38,63,31
331,179,190,113,45,40,57,45
